FieldID	Field
x130226_0_0	Date B35 first reported (dermatophytosis)|x130226_0_0
x130227_0_0	Source of report of B35 (dermatophytosis)|x130227_0_0
x130228_0_0	Date B36 first reported (other superficial mycoses)|x130228_0_0
x130229_0_0	Source of report of B36 (other superficial mycoses)|x130229_0_0
x130230_0_0	Date B37 first reported (candidiasis)|x130230_0_0
x130231_0_0	Source of report of B37 (candidiasis)|x130231_0_0
x130232_0_0	Date B38 first reported (coccidioidomycosis)|x130232_0_0
x130233_0_0	Source of report of B38 (coccidioidomycosis)|x130233_0_0
x130234_0_0	Date B39 first reported (histoplasmosis)|x130234_0_0
x130235_0_0	Source of report of B39 (histoplasmosis)|x130235_0_0
x130236_0_0	Date B40 first reported (blastomycosis)|x130236_0_0
x130237_0_0	Source of report of B40 (blastomycosis)|x130237_0_0
x130240_0_0	Date B42 first reported (sporotrichosis)|x130240_0_0
x130241_0_0	Source of report of B42 (sporotrichosis)|x130241_0_0
x130242_0_0	Date B43 first reported (chromomycosis and phaeomycotic abscess)|x130242_0_0
x130243_0_0	Source of report of B43 (chromomycosis and phaeomycotic abscess)|x130243_0_0
x130244_0_0	Date B44 first reported (aspergillosis)|x130244_0_0
x130245_0_0	Source of report of B44 (aspergillosis)|x130245_0_0
x130246_0_0	Date B45 first reported (cryptococcosis)|x130246_0_0
x130247_0_0	Source of report of B45 (cryptococcosis)|x130247_0_0
x130248_0_0	Date B46 first reported (zygomycosis)|x130248_0_0
x130249_0_0	Source of report of B46 (zygomycosis)|x130249_0_0
x130250_0_0	Date B47 first reported (mycetoma)|x130250_0_0
x130251_0_0	Source of report of B47 (mycetoma)|x130251_0_0
x130252_0_0	Date B48 first reported (other mycoses not elsewhere classified)|x130252_0_0
x130253_0_0	Source of report of B48 (other mycoses not elsewhere classified)|x130253_0_0
x130254_0_0	Date B49 first reported (unspecified mycosis)|x130254_0_0
x130255_0_0	Source of report of B49 (unspecified mycosis)|x130255_0_0
x130256_0_0	Date B50 first reported (plasmodium falciparum malaria)|x130256_0_0
x130257_0_0	Source of report of B50 (plasmodium falciparum malaria)|x130257_0_0
x130258_0_0	Date B51 first reported (plasmodium vivax malaria)|x130258_0_0
x130259_0_0	Source of report of B51 (plasmodium vivax malaria)|x130259_0_0
x130260_0_0	Date B52 first reported (plasmodium malariae malaria)|x130260_0_0
x130261_0_0	Source of report of B52 (plasmodium malariae malaria)|x130261_0_0
x130262_0_0	Date B53 first reported (other parasitologically confirmed malaria)|x130262_0_0
x130263_0_0	Source of report of B53 (other parasitologically confirmed malaria)|x130263_0_0
x130264_0_0	Date B54 first reported (unspecified malaria)|x130264_0_0
x130265_0_0	Source of report of B54 (unspecified malaria)|x130265_0_0
x130266_0_0	Date B55 first reported (leishmaniasis)|x130266_0_0
x130267_0_0	Source of report of B55 (leishmaniasis)|x130267_0_0
x130270_0_0	Date B57 first reported (chagas' disease)|x130270_0_0
x130271_0_0	Source of report of B57 (chagas' disease)|x130271_0_0
x130272_0_0	Date B58 first reported (toxoplasmosis)|x130272_0_0
x130273_0_0	Source of report of B58 (toxoplasmosis)|x130273_0_0
x130274_0_0	Date B59 first reported (pneumocystosis)|x130274_0_0
x130275_0_0	Source of report of B59 (pneumocystosis)|x130275_0_0
x130276_0_0	Date B60 first reported (other protozoal diseases not elsewhere classified)|x130276_0_0
x130277_0_0	Source of report of B60 (other protozoal diseases not elsewhere classified)|x130277_0_0
x130280_0_0	Date B65 first reported (schistosomiasis bilharziasis)|x130280_0_0
x130281_0_0	Source of report of B65 (schistosomiasis bilharziasis)|x130281_0_0
x130282_0_0	Date B66 first reported (other fluke infections)|x130282_0_0
x130283_0_0	Source of report of B66 (other fluke infections)|x130283_0_0
x130284_0_0	Date B67 first reported (echinococcosis)|x130284_0_0
x130285_0_0	Source of report of B67 (echinococcosis)|x130285_0_0
x130286_0_0	Date B68 first reported (taeniasis)|x130286_0_0
x130287_0_0	Source of report of B68 (taeniasis)|x130287_0_0
x130288_0_0	Date B69 first reported (cysticercosis)|x130288_0_0
x130289_0_0	Source of report of B69 (cysticercosis)|x130289_0_0
x130292_0_0	Date B71 first reported (other cestode infections)|x130292_0_0
x130293_0_0	Source of report of B71 (other cestode infections)|x130293_0_0
x130296_0_0	Date B73 first reported (onchocerciasis)|x130296_0_0
x130297_0_0	Source of report of B73 (onchocerciasis)|x130297_0_0
x130298_0_0	Date B74 first reported (filariasis)|x130298_0_0
x130299_0_0	Source of report of B74 (filariasis)|x130299_0_0
x130300_0_0	Date B75 first reported (trichinellosis)|x130300_0_0
x130301_0_0	Source of report of B75 (trichinellosis)|x130301_0_0
x130302_0_0	Date B76 first reported (hookworm diseases)|x130302_0_0
x130303_0_0	Source of report of B76 (hookworm diseases)|x130303_0_0
x130304_0_0	Date B77 first reported (ascariasis)|x130304_0_0
x130305_0_0	Source of report of B77 (ascariasis)|x130305_0_0
x130306_0_0	Date B78 first reported (strongyloidiasis)|x130306_0_0
x130307_0_0	Source of report of B78 (strongyloidiasis)|x130307_0_0
x130308_0_0	Date B79 first reported (trichuriasis)|x130308_0_0
x130309_0_0	Source of report of B79 (trichuriasis)|x130309_0_0
x130310_0_0	Date B80 first reported (enterobiasis)|x130310_0_0
x130311_0_0	Source of report of B80 (enterobiasis)|x130311_0_0
x130312_0_0	Date B81 first reported (other intestinal helminthiases not elsewhere classified)|x130312_0_0
x130313_0_0	Source of report of B81 (other intestinal helminthiases not elsewhere classified)|x130313_0_0
x130314_0_0	Date B82 first reported (unspecified intestinal parasitism)|x130314_0_0
x130315_0_0	Source of report of B82 (unspecified intestinal parasitism)|x130315_0_0
x130316_0_0	Date B83 first reported (other helminthiases)|x130316_0_0
x130317_0_0	Source of report of B83 (other helminthiases)|x130317_0_0
x130318_0_0	Date B85 first reported (pediculosis and phthiriasis)|x130318_0_0
x130319_0_0	Source of report of B85 (pediculosis and phthiriasis)|x130319_0_0
x130320_0_0	Date B86 first reported (scabies)|x130320_0_0
x130321_0_0	Source of report of B86 (scabies)|x130321_0_0
x130322_0_0	Date B87 first reported (myiasis)|x130322_0_0
x130323_0_0	Source of report of B87 (myiasis)|x130323_0_0
x130324_0_0	Date B88 first reported (other infestations)|x130324_0_0
x130325_0_0	Source of report of B88 (other infestations)|x130325_0_0
x130326_0_0	Date B89 first reported (unspecified parasitic disease)|x130326_0_0
x130327_0_0	Source of report of B89 (unspecified parasitic disease)|x130327_0_0
x130328_0_0	Date B90 first reported (sequelae of tuberculosis)|x130328_0_0
x130329_0_0	Source of report of B90 (sequelae of tuberculosis)|x130329_0_0
x130330_0_0	Date B91 first reported (sequelae of poliomyelitis)|x130330_0_0
x130331_0_0	Source of report of B91 (sequelae of poliomyelitis)|x130331_0_0
x130334_0_0	Date B94 first reported (sequelae of other and unspecified infectious and parasitic diseases)|x130334_0_0
x130335_0_0	Source of report of B94 (sequelae of other and unspecified infectious and parasitic diseases)|x130335_0_0
x130336_0_0	Date B95 first reported (streptococcus and staphylococcus as the cause of diseases classified to other chapters)|x130336_0_0
x130337_0_0	Source of report of B95 (streptococcus and staphylococcus as the cause of diseases classified to other chapters)|x130337_0_0
x130338_0_0	Date B96 first reported (other bacterial agents as the cause of diseases classified to other chapters)|x130338_0_0
x130339_0_0	Source of report of B96 (other bacterial agents as the cause of diseases classified to other chapters)|x130339_0_0
x130340_0_0	Date B97 first reported (viral agents as the cause of diseases classified to other chapters)|x130340_0_0
x130341_0_0	Source of report of B97 (viral agents as the cause of diseases classified to other chapters)|x130341_0_0
x130342_0_0	Date B98 first reported (other specified infectious agents as the cause of diseases classified to other chapters)|x130342_0_0
x130343_0_0	Source of report of B98 (other specified infectious agents as the cause of diseases classified to other chapters)|x130343_0_0
x130344_0_0	Date B99 first reported (other and unspecified infectious diseases)|x130344_0_0
x130345_0_0	Source of report of B99 (other and unspecified infectious diseases)|x130345_0_0
x130622_0_0	Date D50 first reported (iron deficiency anaemia)|x130622_0_0
x130623_0_0	Source of report of D50 (iron deficiency anaemia)|x130623_0_0
x130624_0_0	Date D51 first reported (vitamin b12 deficiency anaemia)|x130624_0_0
x130625_0_0	Source of report of D51 (vitamin b12 deficiency anaemia)|x130625_0_0
x130626_0_0	Date D52 first reported (folate deficiency anaemia)|x130626_0_0
x130627_0_0	Source of report of D52 (folate deficiency anaemia)|x130627_0_0
x130628_0_0	Date D53 first reported (other nutritional anaemias)|x130628_0_0
x130629_0_0	Source of report of D53 (other nutritional anaemias)|x130629_0_0
x130630_0_0	Date D55 first reported (anaemia due to enzyme disorders)|x130630_0_0
x130631_0_0	Source of report of D55 (anaemia due to enzyme disorders)|x130631_0_0
x130632_0_0	Date D56 first reported (thalassaemia)|x130632_0_0
x130633_0_0	Source of report of D56 (thalassaemia)|x130633_0_0
x130634_0_0	Date D57 first reported (sickle-cell disorders)|x130634_0_0
x130635_0_0	Source of report of D57 (sickle-cell disorders)|x130635_0_0
x130636_0_0	Date D58 first reported (other hereditary haemolytic anaemias)|x130636_0_0
x130637_0_0	Source of report of D58 (other hereditary haemolytic anaemias)|x130637_0_0
x130638_0_0	Date D59 first reported (acquired haemolytic anaemia)|x130638_0_0
x130639_0_0	Source of report of D59 (acquired haemolytic anaemia)|x130639_0_0
x130640_0_0	Date D60 first reported (acquired pure red cell aplasia erythroblastopenia)|x130640_0_0
x130641_0_0	Source of report of D60 (acquired pure red cell aplasia erythroblastopenia)|x130641_0_0
x130642_0_0	Date D61 first reported (other aplastic anaemias)|x130642_0_0
x130643_0_0	Source of report of D61 (other aplastic anaemias)|x130643_0_0
x130644_0_0	Date D62 first reported (acute posthaemorrhagic anaemia)|x130644_0_0
x130645_0_0	Source of report of D62 (acute posthaemorrhagic anaemia)|x130645_0_0
x130646_0_0	Date D63 first reported (anaemia in chronic diseases classified elsewhere)|x130646_0_0
x130647_0_0	Source of report of D63 (anaemia in chronic diseases classified elsewhere)|x130647_0_0
x130648_0_0	Date D64 first reported (other anaemias)|x130648_0_0
x130649_0_0	Source of report of D64 (other anaemias)|x130649_0_0
x130650_0_0	Date D65 first reported (disseminated intravascular coagulation defibrination syndrome)|x130650_0_0
x130651_0_0	Source of report of D65 (disseminated intravascular coagulation defibrination syndrome)|x130651_0_0
x130652_0_0	Date D66 first reported (hereditary factor viii deficiency)|x130652_0_0
x130653_0_0	Source of report of D66 (hereditary factor viii deficiency)|x130653_0_0
x130654_0_0	Date D67 first reported (hereditary factor ix deficiency)|x130654_0_0
x130655_0_0	Source of report of D67 (hereditary factor ix deficiency)|x130655_0_0
x130656_0_0	Date D68 first reported (other coagulation defects)|x130656_0_0
x130657_0_0	Source of report of D68 (other coagulation defects)|x130657_0_0
x130658_0_0	Date D69 first reported (purpura and other haemorrhagic conditions)|x130658_0_0
x130659_0_0	Source of report of D69 (purpura and other haemorrhagic conditions)|x130659_0_0
x130660_0_0	Date D70 first reported (agranulocytosis)|x130660_0_0
x130661_0_0	Source of report of D70 (agranulocytosis)|x130661_0_0
x130662_0_0	Date D71 first reported (functional disorders of polymorphonuclear neutrophils)|x130662_0_0
x130663_0_0	Source of report of D71 (functional disorders of polymorphonuclear neutrophils)|x130663_0_0
x130664_0_0	Date D72 first reported (other disorders of white blood cells)|x130664_0_0
x130665_0_0	Source of report of D72 (other disorders of white blood cells)|x130665_0_0
x130666_0_0	Date D73 first reported (diseases of spleen)|x130666_0_0
x130667_0_0	Source of report of D73 (diseases of spleen)|x130667_0_0
x130668_0_0	Date D74 first reported (methaemoglobinaemia)|x130668_0_0
x130669_0_0	Source of report of D74 (methaemoglobinaemia)|x130669_0_0
x130670_0_0	Date D75 first reported (other diseases of blood and blood-forming organs)|x130670_0_0
x130671_0_0	Source of report of D75 (other diseases of blood and blood-forming organs)|x130671_0_0
x130672_0_0	Date D76 first reported (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)|x130672_0_0
x130673_0_0	Source of report of D76 (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)|x130673_0_0
x130674_0_0	Date D77 first reported (other disorders of blood and blood-forming organs in diseases classified elsewhere)|x130674_0_0
x130675_0_0	Source of report of D77 (other disorders of blood and blood-forming organs in diseases classified elsewhere)|x130675_0_0
x130676_0_0	Date D80 first reported (immunodeficiency with predominantly antibody defects)|x130676_0_0
x130677_0_0	Source of report of D80 (immunodeficiency with predominantly antibody defects)|x130677_0_0
x130678_0_0	Date D81 first reported (combined immunodeficiencies)|x130678_0_0
x130679_0_0	Source of report of D81 (combined immunodeficiencies)|x130679_0_0
x130680_0_0	Date D82 first reported (immunodeficiency associated with other major defects)|x130680_0_0
x130681_0_0	Source of report of D82 (immunodeficiency associated with other major defects)|x130681_0_0
x130682_0_0	Date D83 first reported (common variable immunodeficiency)|x130682_0_0
x130683_0_0	Source of report of D83 (common variable immunodeficiency)|x130683_0_0
x130684_0_0	Date D84 first reported (other immunodeficiencies)|x130684_0_0
x130685_0_0	Source of report of D84 (other immunodeficiencies)|x130685_0_0
x130686_0_0	Date D86 first reported (sarcoidosis)|x130686_0_0
x130687_0_0	Source of report of D86 (sarcoidosis)|x130687_0_0
x130688_0_0	Date D89 first reported (other disorders involving the immune mechanism not elsewhere classified)|x130688_0_0
x130689_0_0	Source of report of D89 (other disorders involving the immune mechanism not elsewhere classified)|x130689_0_0
x130692_0_0	Date E01 first reported (iodine-deficiency-related thyroid disorders and allied conditions)|x130692_0_0
x130693_0_0	Source of report of E01 (iodine-deficiency-related thyroid disorders and allied conditions)|x130693_0_0
x130694_0_0	Date E02 first reported (subclinical iodine-deficiency hypothyroidism)|x130694_0_0
x130695_0_0	Source of report of E02 (subclinical iodine-deficiency hypothyroidism)|x130695_0_0
x130696_0_0	Date E03 first reported (other hypothyroidism)|x130696_0_0
x130697_0_0	Source of report of E03 (other hypothyroidism)|x130697_0_0
x130698_0_0	Date E04 first reported (other non-toxic goitre)|x130698_0_0
x130699_0_0	Source of report of E04 (other non-toxic goitre)|x130699_0_0
x130700_0_0	Date E05 first reported (thyrotoxicosis hyperthyroidism)|x130700_0_0
x130701_0_0	Source of report of E05 (thyrotoxicosis hyperthyroidism)|x130701_0_0
x130702_0_0	Date E06 first reported (thyroiditis)|x130702_0_0
x130703_0_0	Source of report of E06 (thyroiditis)|x130703_0_0
x130704_0_0	Date E07 first reported (other disorders of thyroid)|x130704_0_0
x130705_0_0	Source of report of E07 (other disorders of thyroid)|x130705_0_0
x130706_0_0	Date E10 first reported (insulin-dependent diabetes mellitus)|x130706_0_0
x130707_0_0	Source of report of E10 (insulin-dependent diabetes mellitus)|x130707_0_0
x130708_0_0	Date E11 first reported (non-insulin-dependent diabetes mellitus)|x130708_0_0
x130709_0_0	Source of report of E11 (non-insulin-dependent diabetes mellitus)|x130709_0_0
x130710_0_0	Date E12 first reported (malnutrition-related diabetes mellitus)|x130710_0_0
x130711_0_0	Source of report of E12 (malnutrition-related diabetes mellitus)|x130711_0_0
x130712_0_0	Date E13 first reported (other specified diabetes mellitus)|x130712_0_0
x130713_0_0	Source of report of E13 (other specified diabetes mellitus)|x130713_0_0
x130714_0_0	Date E14 first reported (unspecified diabetes mellitus)|x130714_0_0
x130715_0_0	Source of report of E14 (unspecified diabetes mellitus)|x130715_0_0
x130716_0_0	Date E15 first reported (nondiabetic hypoglycaemic coma)|x130716_0_0
x130717_0_0	Source of report of E15 (nondiabetic hypoglycaemic coma)|x130717_0_0
x130718_0_0	Date E16 first reported (other disorders of pancreatic internal secretion)|x130718_0_0
x130719_0_0	Source of report of E16 (other disorders of pancreatic internal secretion)|x130719_0_0
x130720_0_0	Date E20 first reported (hypoparathyroidism)|x130720_0_0
x130721_0_0	Source of report of E20 (hypoparathyroidism)|x130721_0_0
x130722_0_0	Date E21 first reported (hyperparathyroidism and other disorders of parathyroid gland)|x130722_0_0
x130723_0_0	Source of report of E21 (hyperparathyroidism and other disorders of parathyroid gland)|x130723_0_0
x130724_0_0	Date E22 first reported (hyperfunction of pituitary gland)|x130724_0_0
x130725_0_0	Source of report of E22 (hyperfunction of pituitary gland)|x130725_0_0
x130726_0_0	Date E23 first reported (hypofunction and other disorders of pituitary gland)|x130726_0_0
x130727_0_0	Source of report of E23 (hypofunction and other disorders of pituitary gland)|x130727_0_0
x130728_0_0	Date E24 first reported (cushing's syndrome)|x130728_0_0
x130729_0_0	Source of report of E24 (cushing's syndrome)|x130729_0_0
x130730_0_0	Date E25 first reported (adrenogenital disorders)|x130730_0_0
x130731_0_0	Source of report of E25 (adrenogenital disorders)|x130731_0_0
x130732_0_0	Date E26 first reported (hyperaldosteronism)|x130732_0_0
x130733_0_0	Source of report of E26 (hyperaldosteronism)|x130733_0_0
x130734_0_0	Date E27 first reported (other disorders of adrenal gland)|x130734_0_0
x130735_0_0	Source of report of E27 (other disorders of adrenal gland)|x130735_0_0
x130736_0_0	Date E28 first reported (ovarian dysfunction)|x130736_0_0
x130737_0_0	Source of report of E28 (ovarian dysfunction)|x130737_0_0
x130738_0_0	Date E29 first reported (testicular dysfunction)|x130738_0_0
x130739_0_0	Source of report of E29 (testicular dysfunction)|x130739_0_0
x130740_0_0	Date E30 first reported (disorders of puberty not elsewhere classified)|x130740_0_0
x130741_0_0	Source of report of E30 (disorders of puberty not elsewhere classified)|x130741_0_0
x130742_0_0	Date E31 first reported (polyglandular dysfunction)|x130742_0_0
x130743_0_0	Source of report of E31 (polyglandular dysfunction)|x130743_0_0
x130744_0_0	Date E32 first reported (diseases of thymus)|x130744_0_0
x130745_0_0	Source of report of E32 (diseases of thymus)|x130745_0_0
x130746_0_0	Date E34 first reported (other endocrine disorders)|x130746_0_0
x130747_0_0	Source of report of E34 (other endocrine disorders)|x130747_0_0
x130748_0_0	Date E35 first reported (disorders of endocrine glands in diseases classified elsewhere)|x130748_0_0
x130749_0_0	Source of report of E35 (disorders of endocrine glands in diseases classified elsewhere)|x130749_0_0
x130752_0_0	Date E41 first reported (nutritional marasmus)|x130752_0_0
x130753_0_0	Source of report of E41 (nutritional marasmus)|x130753_0_0
x130756_0_0	Date E43 first reported (unspecified severe protein-energy malnutrition)|x130756_0_0
x130757_0_0	Source of report of E43 (unspecified severe protein-energy malnutrition)|x130757_0_0
x130758_0_0	Date E44 first reported (protein-energy malnutrition of moderate and mild degree)|x130758_0_0
x130759_0_0	Source of report of E44 (protein-energy malnutrition of moderate and mild degree)|x130759_0_0
x130760_0_0	Date E45 first reported (retarded development following protein-energy malnutrition)|x130760_0_0
x130761_0_0	Source of report of E45 (retarded development following protein-energy malnutrition)|x130761_0_0
x130762_0_0	Date E46 first reported (unspecified protein-energy malnutrition)|x130762_0_0
x130763_0_0	Source of report of E46 (unspecified protein-energy malnutrition)|x130763_0_0
x130764_0_0	Date E50 first reported (vitamin a deficiency)|x130764_0_0
x130765_0_0	Source of report of E50 (vitamin a deficiency)|x130765_0_0
x130766_0_0	Date E51 first reported (thiamine deficiency)|x130766_0_0
x130767_0_0	Source of report of E51 (thiamine deficiency)|x130767_0_0
x130768_0_0	Date E52 first reported (niacin deficiency pellagra)|x130768_0_0
x130769_0_0	Source of report of E52 (niacin deficiency pellagra)|x130769_0_0
x130770_0_0	Date E53 first reported (deficiency of other b group vitamins)|x130770_0_0
x130771_0_0	Source of report of E53 (deficiency of other b group vitamins)|x130771_0_0
x130772_0_0	Date E54 first reported (ascorbic acid deficiency)|x130772_0_0
x130773_0_0	Source of report of E54 (ascorbic acid deficiency)|x130773_0_0
x130774_0_0	Date E55 first reported (vitamin d deficiency)|x130774_0_0
x130775_0_0	Source of report of E55 (vitamin d deficiency)|x130775_0_0
x130776_0_0	Date E56 first reported (other vitamin deficiencies)|x130776_0_0
x130777_0_0	Source of report of E56 (other vitamin deficiencies)|x130777_0_0
x130778_0_0	Date E58 first reported (dietary calcium deficiency)|x130778_0_0
x130779_0_0	Source of report of E58 (dietary calcium deficiency)|x130779_0_0
x130780_0_0	Date E59 first reported (dietary selenium deficiency)|x130780_0_0
x130781_0_0	Source of report of E59 (dietary selenium deficiency)|x130781_0_0
x130782_0_0	Date E60 first reported (dietary zinc deficiency)|x130782_0_0
x130783_0_0	Source of report of E60 (dietary zinc deficiency)|x130783_0_0
x130784_0_0	Date E61 first reported (deficiency of other nutrient elements)|x130784_0_0
x130785_0_0	Source of report of E61 (deficiency of other nutrient elements)|x130785_0_0
x130786_0_0	Date E63 first reported (other nutritional deficiencies)|x130786_0_0
x130787_0_0	Source of report of E63 (other nutritional deficiencies)|x130787_0_0
x130788_0_0	Date E64 first reported (sequelae of malnutrition and other nutritional deficiencies)|x130788_0_0
x130789_0_0	Source of report of E64 (sequelae of malnutrition and other nutritional deficiencies)|x130789_0_0
x130790_0_0	Date E65 first reported (localised adiposity)|x130790_0_0
x130791_0_0	Source of report of E65 (localised adiposity)|x130791_0_0
x130792_0_0	Date E66 first reported (obesity)|x130792_0_0
x130793_0_0	Source of report of E66 (obesity)|x130793_0_0
x130794_0_0	Date E67 first reported (other hyperalimentation)|x130794_0_0
x130795_0_0	Source of report of E67 (other hyperalimentation)|x130795_0_0
x130796_0_0	Date E68 first reported (sequelae of hyperalimentation)|x130796_0_0
x130797_0_0	Source of report of E68 (sequelae of hyperalimentation)|x130797_0_0
x130798_0_0	Date E70 first reported (disorders of aromatic amino-acid metabolism)|x130798_0_0
x130799_0_0	Source of report of E70 (disorders of aromatic amino-acid metabolism)|x130799_0_0
x130800_0_0	Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)|x130800_0_0
x130801_0_0	Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)|x130801_0_0
x130802_0_0	Date E72 first reported (other disorders of amino-acid metabolism)|x130802_0_0
x130803_0_0	Source of report of E72 (other disorders of amino-acid metabolism)|x130803_0_0
x130804_0_0	Date E73 first reported (lactose intolerance)|x130804_0_0
x130805_0_0	Source of report of E73 (lactose intolerance)|x130805_0_0
x130806_0_0	Date E74 first reported (other disorders of carbohydrate metabolism)|x130806_0_0
x130807_0_0	Source of report of E74 (other disorders of carbohydrate metabolism)|x130807_0_0
x130808_0_0	Date E75 first reported (disorders of sphingolipid metabolism and other lipid storage disorders)|x130808_0_0
x130809_0_0	Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders)|x130809_0_0
x130810_0_0	Date E76 first reported (disorders of glycosaminoglycan metabolism)|x130810_0_0
x130811_0_0	Source of report of E76 (disorders of glycosaminoglycan metabolism)|x130811_0_0
x130812_0_0	Date E77 first reported (disorders of glycoprotein metabolism)|x130812_0_0
x130813_0_0	Source of report of E77 (disorders of glycoprotein metabolism)|x130813_0_0
x130814_0_0	Date E78 first reported (disorders of lipoprotein metabolism and other lipidaemias)|x130814_0_0
x130815_0_0	Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias)|x130815_0_0
x130816_0_0	Date E79 first reported (disorders of purine and pyrimidine metabolism)|x130816_0_0
x130817_0_0	Source of report of E79 (disorders of purine and pyrimidine metabolism)|x130817_0_0
x130818_0_0	Date E80 first reported (disorders of porphyrin and bilirubin metabolism)|x130818_0_0
x130819_0_0	Source of report of E80 (disorders of porphyrin and bilirubin metabolism)|x130819_0_0
x130820_0_0	Date E83 first reported (disorders of mineral metabolism)|x130820_0_0
x130821_0_0	Source of report of E83 (disorders of mineral metabolism)|x130821_0_0
x130822_0_0	Date E84 first reported (cystic fibrosis)|x130822_0_0
x130823_0_0	Source of report of E84 (cystic fibrosis)|x130823_0_0
x130824_0_0	Date E85 first reported (amyloidosis)|x130824_0_0
x130825_0_0	Source of report of E85 (amyloidosis)|x130825_0_0
x130826_0_0	Date E86 first reported (volume depletion)|x130826_0_0
x130827_0_0	Source of report of E86 (volume depletion)|x130827_0_0
x130828_0_0	Date E87 first reported (other disorders of fluid electrolyte and acid-base balance)|x130828_0_0
x130829_0_0	Source of report of E87 (other disorders of fluid electrolyte and acid-base balance)|x130829_0_0
x130830_0_0	Date E88 first reported (other metabolic disorders)|x130830_0_0
x130831_0_0	Source of report of E88 (other metabolic disorders)|x130831_0_0
x130832_0_0	Date E89 first reported (postprocedural endocrine and metabolic disorders not elsewhere classified)|x130832_0_0
x130833_0_0	Source of report of E89 (postprocedural endocrine and metabolic disorders not elsewhere classified)|x130833_0_0
x130836_0_0	Date F00 first reported (dementia in alzheimer's disease)|x130836_0_0
x130837_0_0	Source of report of F00 (dementia in alzheimer's disease)|x130837_0_0
x130838_0_0	Date F01 first reported (vascular dementia)|x130838_0_0
x130839_0_0	Source of report of F01 (vascular dementia)|x130839_0_0
x130840_0_0	Date F02 first reported (dementia in other diseases classified elsewhere)|x130840_0_0
x130841_0_0	Source of report of F02 (dementia in other diseases classified elsewhere)|x130841_0_0
x130842_0_0	Date F03 first reported (unspecified dementia)|x130842_0_0
x130843_0_0	Source of report of F03 (unspecified dementia)|x130843_0_0
x130844_0_0	Date F04 first reported (organic amnesic syndrome not induced by alcohol and other psychoactive substances)|x130844_0_0
x130845_0_0	Source of report of F04 (organic amnesic syndrome not induced by alcohol and other psychoactive substances)|x130845_0_0
x130846_0_0	Date F05 first reported (delirium not induced by alcohol and other psychoactive substances)|x130846_0_0
x130847_0_0	Source of report of F05 (delirium not induced by alcohol and other psychoactive substances)|x130847_0_0
x130848_0_0	Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease)|x130848_0_0
x130849_0_0	Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease)|x130849_0_0
x130850_0_0	Date F07 first reported (personality and behavioural disorders due to brain disease damage and dysfunction)|x130850_0_0
x130851_0_0	Source of report of F07 (personality and behavioural disorders due to brain disease damage and dysfunction)|x130851_0_0
x130852_0_0	Date F09 first reported (unspecified organic or symptomatic mental disorder)|x130852_0_0
x130853_0_0	Source of report of F09 (unspecified organic or symptomatic mental disorder)|x130853_0_0
x130854_0_0	Date F10 first reported (mental and behavioural disorders due to use of alcohol)|x130854_0_0
x130855_0_0	Source of report of F10 (mental and behavioural disorders due to use of alcohol)|x130855_0_0
x130856_0_0	Date F11 first reported (mental and behavioural disorders due to use of opioids)|x130856_0_0
x130857_0_0	Source of report of F11 (mental and behavioural disorders due to use of opioids)|x130857_0_0
x130858_0_0	Date F12 first reported (mental and behavioural disorders due to use of cannabinoids)|x130858_0_0
x130859_0_0	Source of report of F12 (mental and behavioural disorders due to use of cannabinoids)|x130859_0_0
x130860_0_0	Date F13 first reported (mental and behavioural disorders due to use of sedatives or hypnotics)|x130860_0_0
x130861_0_0	Source of report of F13 (mental and behavioural disorders due to use of sedatives or hypnotics)|x130861_0_0
x130862_0_0	Date F14 first reported (mental and behavioural disorders due to use of cocaine)|x130862_0_0
x130863_0_0	Source of report of F14 (mental and behavioural disorders due to use of cocaine)|x130863_0_0
x130864_0_0	Date F15 first reported (mental and behavioural disorders due to use of other stimulants including caffeine)|x130864_0_0
x130865_0_0	Source of report of F15 (mental and behavioural disorders due to use of other stimulants including caffeine)|x130865_0_0
x130866_0_0	Date F16 first reported (mental and behavioural disorders due to use of hallucinogens)|x130866_0_0
x130867_0_0	Source of report of F16 (mental and behavioural disorders due to use of hallucinogens)|x130867_0_0
x130868_0_0	Date F17 first reported (mental and behavioural disorders due to use of tobacco)|x130868_0_0
x130869_0_0	Source of report of F17 (mental and behavioural disorders due to use of tobacco)|x130869_0_0
x130870_0_0	Date F18 first reported (mental and behavioural disorders due to use of volatile solvents)|x130870_0_0
x130871_0_0	Source of report of F18 (mental and behavioural disorders due to use of volatile solvents)|x130871_0_0
x130872_0_0	Date F19 first reported (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)|x130872_0_0
x130873_0_0	Source of report of F19 (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)|x130873_0_0
x130874_0_0	Date F20 first reported (schizophrenia)|x130874_0_0
x130875_0_0	Source of report of F20 (schizophrenia)|x130875_0_0
